0,2018-09-13,SR2018-09-1812,General Fund - New General Appropriations - Local Government Support Fund,RA10964 Special Porpuse Fund 2018 Current,310100200004000 (LGSF),MOOE, For the Conduct of 2018- OPDS Policy Forum Implementation Guidelines For Locally Funded Projects and Other Issuance on Disaster Risk Reduction and Project Monitoring ,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,,,,,,,,50202010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,2018-10-01,SR2018-10-1917,General Fund - New General Appropriations - Local Government Support Fund,RA10964 Special Porpuse Fund 2018 Current,310100200004000,MOOE,For the travelling expenses of RHUBs and PDMUs for the Annual Performance Review of WATSAN HUBs of Regional Office,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,2018-10-03,SR2018-10-1981,General Fund - New General Appropriations - Local Government Support Fund,RA10964 Special Porpuse Fund 2018 Current,310100200004000 (LGSF),MOOE,For the Slaries of Staff and Other Operational Expenses to Regional Offices and Provincial Offices under the CMGP Program for the 4th Quarter ,50212990-99,0.00 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,2018-10-03,SR2018-10-1981,General Fund - New General Appropriations - Local Government Support Fund,RA10964 Special Porpuse Fund 2018 Current,310100200004000 (LGSF),MOOE,For the Slaries of Staff and Other Operational Expenses to Regional Offices and Provincial Offices under the CMGP Program for the 4th Quarter ,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,2018-10-03,SR2018-10-1981,General Fund - New General Appropriations - Local Government Support Fund,RA10964 Special Porpuse Fund 2018 Current,310100200004000 (LGSF),MOOE,For the Slaries of Staff and Other Operational Expenses to Regional Offices and Provincial Offices under the CMGP Program for the 4th Quarter ,50202010-02,76.16 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,2018-10-03,SR2018-10-1981,General Fund - New General Appropriations - Local Government Support Fund,RA10964 Special Porpuse Fund 2018 Current,310100200004000 (LGSF),MOOE,For the Slaries of Staff and Other Operational Expenses to Regional Offices and Provincial Offices under the CMGP Program for the 4th Quarter ,50203010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,2018-10-03,SR2018-10-1981,General Fund - New General Appropriations - Local Government Support Fund,RA10964 Special Porpuse Fund 2018 Current,310100200004000 (LGSF),MOOE,For the Slaries of Staff and Other Operational Expenses to Regional Offices and Provincial Offices under the CMGP Program for the 4th Quarter ,50205020-01,0.00 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,2018-10-03,SR2018-10-1981,General Fund - New General Appropriations - Local Government Support Fund,RA10964 Special Porpuse Fund 2018 Current,310100200004000 (LGSF),MOOE,For the Slaries of Staff and Other Operational Expenses to Regional Offices and Provincial Offices under the CMGP Program for the 4th Quarter ,50203090-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,2018-10-03,SR2018-10-1997,General Fund - New General Appropriations - Local Government Support Fund,RA10964 Special Porpuse Fund 2018 Current,310100200004000,MOOE,For the Salaries of Staff and Other Operational Expenses to Regional Offices and Provincial Offices under SALINTUBIG and AM Projects for the 4th Qrtr,50212990-99,0.00 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,2018-10-03,SR2018-10-1997,General Fund - New General Appropriations - Local Government Support Fund,RA10964 Special Porpuse Fund 2018 Current,310100200004000,MOOE,For the Salaries of Staff and Other Operational Expenses to Regional Offices and Provincial Offices under SALINTUBIG and AM Projects for the 4th Qrtr,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program (SPF-LGSF)
0,2018-08-16,SR2018-08-1524,General Fund - New General Appropriations - Contingent Fund,RA10964 Special Purpose Fund 2018 Current,1000000100001000 (4004000000001000) E-CLIP,MOOE,For the Travelling Expenses of Particicpants Re: Conduct of Orientation/Workshop on the E-CLIP Guidelines and the Governments Thrust On,50201010-00,0.00 ,0.00 ,0.00 ,Enhanced Comprehensive Local Integration Program
0,,SR2018-12-2558,,,,,Financial Assistance to Former Rebels for the Construction of Halfway House,50214990-00,0.00 ,0.00 ,0.00 ,Enhanced Comprehensive Local Integration Program
0,2018-10-05,SR2018-05-0658,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,100000 10000 1000 ,MOOE,For the payment of contract of Service of ICT Personnel for the 2nd Quarter,50212990-99,0.00 ,0.00 ,0.00 ,GAS-General Management and Supervision
0,2018-07-20,SR2018-07-1249,General Fund - New General Appropriations - Specific Budgets NGA,RA10964 Regular 2018 Current,100000100001000,MOOE,For the payment of Contract Service of ICT Personnel for the MITHI ICT Projects,50212990-99,0.00 ,0.00 ,0.00 ,GAS-General Management and Supervision
0,2018-10-03,SR2018-10-2043,General Fund - New General Appropriations - Specific Budgets of NGAs,RA10964 Regular 2018 Current,100000100001000,MOOE,To cover the Regional ISO 9001:2015 Quality Management System Qualification,50211990-00,75000.00 ,0.00 ,0.00 ,GAS-General Management and Supervision
0,23/1/2018,SR2018-01-0073,General Fund- New Gen Appro- Specific Budgets of NGA,RA 10964 Special Purpose Fund 2018 Current,310100 20002 4000,MOOE,For the payment of professional services under the enhancement of Barangay Information System Project.,50211030-01,0.00 ,0.00 ,0.00 , Enhancement of Barangay Information System 
0,2018-06-04,SR2018-04-0444,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 20000 2300,MOOE,Payment of contract of service of ICT Personnel for the Mithi ICT Projects,50212990-01,0.00 ,0.00 ,0.00 , Enhancement of Barangay Information System 
0,2018-07-13,SR2018-07-1181,General Fund - New General Appropriations - Specific Budgets NGA,RA10964 Regular 2018 Current,310100200023000,MOOE,For the Payment of Service of ICT Personnel,50212990-01,0.00 ,0.00 ,0.00 , Enhancement of Barangay Information System 
0,2018-10-11,SR2018-10-2120,General Fund - New General Appropriations - Specific Budgets of NGAs,RA10964 Regular 2018 Current,310100200023000,MOOE,For the Payment of Contract of Service of ICT Personnel for the MITHI ICT Projects,50212990-01,0.00 ,0.00 ,0.00 , Enhancement of Barangay Information System 
0,2018-10-02,SR2018-10-1947,General Fund - New General Appropriations - Specific Budgets of NGAs,RA10964 Regular 2018 Current,310100200029000,MOOE,For the Payment of Contract of Service of ICT Personnel,50212990-01,0.00 ,0.00 ,0.00 , Enhancement of Barangay Information System 
0,2018-12-01,SR2018-01-0020,General Fund- New Gen Appro- Specific Budgets of NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,For the conduct of Enhancing and Monitoring of ADM Sub Projects through establishment of Community Based Monitoring,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-12-01,SR2018-01-0020,General Fund- New Gen Appro- Specific Budgets of NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,For the conduct of Enhancing and Monitoring of ADM Sub Projects through establishment of Community Based Monitoring,50202010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-12-01,SR2018-01-0005,General Fund- New Gen Appro- Specific Budgets of NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,"ADM-OPMO Regional and Provincial Team Cost of Services, Coordination Activities and Mobilization Support for the 1st Quarter of 2018",50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-12-01,SR2018-01-0005,General Fund- New Gen Appro- Specific Budgets of NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,"ADM-OPMO Regional and Provincial Team Cost of Services, Coordination Activities and Mobilization Support for the 1st Quarter of 2018",50202010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-12-01,SR2018-01-0005,General Fund- New Gen Appro- Specific Budgets of NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,"ADM-OPMO Regional and Provincial Team Cost of Services, Coordination Activities and Mobilization Support for the 1st Quarter of 2018",SR2018-04-0374,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-12-01,SR2018-01-0005,General Fund- New Gen Appro- Specific Budgets of NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,"ADM-OPMO Regional and Provincial Team Cost of Services, Coordination Activities and Mobilization Support for the 1st Quarter of 2018",50205020-01,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-12-01,SR2018-01-0005,General Fund- New Gen Appro- Specific Budgets of NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,"ADM-OPMO Regional and Provincial Team Cost of Services, Coordination Activities and Mobilization Support for the 1st Quarter of 2018",50212990-99,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-02-12,SR2018-02-0156,General Fund - New General Appropriations - Specific Budgets of National Government Agencies,RA 10964 Regular  2018 Current,310100 20000 4000,MOOE,To conduct of Pilot Testing of the Comprehensive  Development Plan (CDP) review guide in select regions/ provvinces.,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-03-14,SR2018-03-0314,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 2000 4000,MOOE,For the conduct of Improving Citizen Participation in Local Investment Programming and Local Planning Process,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-03-14,SR2018-03-0314,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 2000 4000,MOOE,For the conduct of Improving Citizen Participation in Local Investment Programming and Local Planning Process,50202010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-03-27,SR2018-03-0369,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,3101002000040000,MOOE,Additional Funding for the Trvelling Expenses of Participants to the National Orientation on the Comphrehensive Plan (CDP) Reviw Guide for DILG Focal Persons (luzon Cluster),50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-02-04,SR2018-04-0374,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,"For the ADM-OPMO Regional and Provincial Team Cost of Services, Coordination Activities and Mobilization Support for 2nd Quarter",50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-02-04,SR2018-04-0374,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,"For the ADM-OPMO Regional and Provincial Team Cost of Services, Coordination Activities and Mobilization Support for 2nd Quarter",50202010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-02-04,SR2018-04-0374,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,"For the ADM-OPMO Regional and Provincial Team Cost of Services, Coordination Activities and Mobilization Support for 2nd Quarter",50203010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-02-04,SR2018-04-0374,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,"For the ADM-OPMO Regional and Provincial Team Cost of Services, Coordination Activities and Mobilization Support for 2nd Quarter",50205020-01,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-02-04,SR2018-04-0374,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,"For the ADM-OPMO Regional and Provincial Team Cost of Services, Coordination Activities and Mobilization Support for 2nd Quarter",50212990-99,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-02-04,SR2018-04-0390,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,For the 2018 SGLG Regional Assessment (Orientation and Calibration),50202010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-06-22,SR2018-06-1036,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,For the conduct of national orientation on the localization of sustainable development goals (SDGs) and the Philippines Development Plan (PDP) 2017-2022 results matrix; regional orientation and workshop on the formulation of provincial results matrices and provincial workshops on city municipal commitment and target setting,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,06/22/2018,SR2018-06-1036,General Fund - New General Appropriations - Specific Budgets NGA,RA 10964 Regular 2018 Current,310100 20000 4000,MOOE,For the conduct of national orientation on the localization of sustainable development goals (SDGs) and the Philippines Development Plan (PDP) 2017-2022 results matrix; regional orientation and workshop on the formulation of provincial results matrices and provincial workshops on city municipal commitment and target setting,50202010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-07-09,SR2018-07-1154,General Fund - New General Appropriations - Specific Budgets NGA,RA10964 Regular 2018 Current,310100200004000,MOOE,For the Payment of Regional and Provincial Teams Mobilization Support Fund Coordination Capacity Building Activities and cost of Services for the 3rd Quarter of 2018,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-07-09,SR2018-07-1154,General Fund - New General Appropriations - Specific Budgets NGA,RA10964 Regular 2018 Current,310100200004000,MOOE,For the Payment of Regional and Provincial Teams Mobilization Support Fund Coordination Capacity Building Activities and cost of Services for the 3rd Quarter of 2018,50202010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-07-09,SR2018-07-1154,General Fund - New General Appropriations - Specific Budgets NGA,RA10964 Regular 2018 Current,310100200004000,MOOE,For the Payment of Regional and Provincial Teams Mobilization Support Fund Coordination Capacity Building Activities and cost of Services for the 3rd Quarter of 2018,50203010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-07-09,SR2018-07-1154,General Fund - New General Appropriations - Specific Budgets NGA,RA10964 Regular 2018 Current,310100200004000,MOOE,For the Payment of Regional and Provincial Teams Mobilization Support Fund Coordination Capacity Building Activities and cost of Services for the 3rd Quarter of 2018,50205020-01,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-07-09,SR2018-07-1154,General Fund - New General Appropriations - Specific Budgets NGA,RA10964 Regular 2018 Current,310100200004000,MOOE,For the Payment of Regional and Provincial Teams Mobilization Support Fund Coordination Capacity Building Activities and cost of Services for the 3rd Quarter of 2018,50212990-99,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-07-13,SR2018-07-1169,General Fund - New General Appropriations - Specific Budgets NGA,RA10964 Regular 2018 Current,310100200004000,MOOE,For the Conduct of Development Live Platform Training of Trainers,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-07-13,SR2018-07-1169,General Fund - New General Appropriations - Specific Budgets NGA,RA10964 Regular 2018 Current,310100200004000,MOOE,For the Conduct of Development Live Platform Training of Trainers,50202010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-08-29,SR2018-08-1606,General Fund - New General Appropriations - Specific Budgets of NGAs,RA10964 Regular 2018 Current,310100200004000,MOOE,Fo the Travelliing Expenses of Participant RE: Training Worhshop on the Generation of Sustainable Development Goal (SDG) Indicators Using CBMS Data,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-09-13,SR2018-09-1760,General Fund - New General Appropriations - Specific Budgets of NGAs,RA10964 Regular 2018 Current,310100200004000,MOOE, For the Conduct of Streengthening Multi-Stakeholder Partnerships Towards a Fully Functional LDC ,50201010-00,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
0,2018-09-13,SR2018-09-1760,General Fund - New General Appropriations - Specific Budgets of NGAs,RA10964 Regular 2018 Current,310100200004000,MOOE, For the Conduct of Streengthening Multi-Stakeholder Partnerships Towards a Fully Functional LDC ,50202010-02,0.00 ,0.00 ,0.00 ,Support for Local Governance Program
